ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
50,Vermont,VT,50007,Chittenden County,50007002502,Census Tract 25.02; Chittenden County; Vermont,0.38028344286,2203,394,1223,172,1165,161,536,236,0,10,406,199,81,88,69,80,188,156,163,115,295,152,41,29,16,48,262,502,998,196,0,10,40,45,154,111,0,10,24.3,9.8,0.0,1.4,34.8,16.4,6.2,6.6,3.1,3.4,8.5,7.5,7.4,5.3,13.4,7.5,3.5,2.4,0.7,2.2,11.9,22.7,81.6,11.2,0.0,1.8,3.4,3.8,13.2,9.5,0.0,0.5,0.8168,0.0,0.822,0.5445,0.3403,2.5236,0.4764,0.0262,0.0209,0.4188,0.445,0.8377,1.7486,0.1675,0.8429,0.8429,0.8429,1.0,0.0,0.8691,0.8901,0.0,2.7592,0.6859,7.8743,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1312,167,135,158,187,15,33,89,74,0,10,0,10,0,10,0,10,14.3,11.2,7.2,8.0,0.7,1.5,4.0,3.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
50,Vermont,VT,50007,Chittenden County,50007002601,Census Tract 26.01; Chittenden County; Vermont,2.87200814394,6174,364,2771,265,2689,260,1075,451,119,142,1051,290,645,326,309,164,1112,258,1211,216,915,206,95,70,432,208,1320,667,656,217,58,82,133,107,218,132,3,4,17.4,7.2,3.4,4.0,39.1,10.1,14.4,7.2,5.0,2.7,18.0,4.2,19.6,3.2,15.0,3.3,3.5,2.6,7.6,3.6,21.4,10.7,23.7,7.5,2.1,3.0,5.0,3.9,8.1,4.8,0.0,0.1,0.5236,0.5236,0.9058,0.9948,0.6859,3.6337,0.911,0.3037,0.6335,0.5707,0.445,1.0,2.9529,0.8377,0.9791,0.9791,0.9791,0.9424,0.2723,0.9372,0.7696,0.0,2.9215,0.7435,10.4872,0.9215,0,0,1,1,0,2,0,0,0,0,1,1,1,1,1,0,1,0,0,2,6,5972,311,124,76,112,17,25,624,432,0,14,0,14,603,554,0,14,11.6,4.6,1.2,1.8,0.3,0.4,10.1,7.1,0.0,0.4,0.0,0.4,9.8,8.9,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007002602,Census Tract 26.02; Chittenden County; Vermont,1.699524092398,4472,353,2008,168,1915,170,352,156,37,36,521,186,67,51,269,126,619,95,899,133,413,134,40,35,22,47,778,572,230,83,0,10,45,63,99,114,28,5,7.9,3.5,1.3,1.3,27.2,9.4,2.1,1.6,6.0,2.8,13.8,2.1,20.1,2.4,9.2,2.9,2.1,1.8,0.5,1.1,17.4,12.7,11.4,4.0,0.0,1.1,2.3,3.3,5.2,5.7,0.6,0.1,0.1257,0.1466,0.5445,0.1099,0.822,1.7487,0.2147,0.1047,0.6806,0.1204,0.2094,0.7801,1.8952,0.2565,0.9529,0.9529,0.9529,0.8429,0.0,0.7068,0.555,0.4921,2.5968,0.5864,7.1936,0.3927,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5406,65,47,284,257,180,135,204,127,0,10,0,10,110,89,0,10,3.4,2.4,6.4,5.7,4.0,3.1,4.6,2.9,0.0,0.5,0.0,0.5,2.5,2.0,0.0,0.5
50,Vermont,VT,50007,Chittenden County,50007002701,Census Tract 27.01; Chittenden County; Vermont,15.78406404661,6151,520,2836,319,2836,319,565,308,45,77,672,263,54,51,48,49,1407,382,1180,283,382,145,96,74,46,83,960,762,801,272,23,27,0,19,316,259,50,8,9.2,5.0,1.4,2.3,23.7,8.9,1.2,1.1,0.8,0.8,22.9,5.9,19.2,4.4,6.3,2.4,3.4,2.6,0.8,1.4,15.6,12.3,28.2,9.1,0.8,1.0,0.0,0.7,11.1,8.6,0.8,0.1,0.1675,0.1623,0.3613,0.0471,0.0471,0.7853,0.0314,0.6283,0.5812,0.0157,0.4084,0.8743,2.5079,0.5445,0.9267,0.9267,0.9267,0.9581,0.1414,0.0,0.8377,0.5707,2.5079,0.5497,6.7278,0.3089,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,5918,169,104,269,257,106,85,423,295,0,14,0,14,162,148,0,14,6.0,3.8,4.4,4.2,1.7,1.4,6.9,4.7,0.0,0.4,0.0,0.4,2.6,2.4,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007002702,Census Tract 27.02; Chittenden County; Vermont,18.554140876448,5298,525,2126,195,2126,195,813,471,20,31,412,185,168,150,114,107,994,207,1397,327,563,185,202,132,30,57,475,756,0,19,12,19,20,28,0,14,0,14,15.4,8.8,0.7,1.1,19.4,8.5,4.7,4.1,2.2,2.0,18.8,4.7,26.4,4.5,10.7,3.0,9.5,6.1,0.6,1.1,9.0,14.2,0.0,0.9,0.6,0.9,0.9,1.3,0.0,1.1,0.0,0.3,0.4346,0.0785,0.1623,0.4136,0.1623,1.2513,0.1152,0.3665,0.9895,0.1885,0.911,0.8063,3.2618,0.9162,0.6754,0.6754,0.6754,0.0,0.1309,0.4817,0.0,0.0,0.6126,0.0157,5.8011,0.1518,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,4771,38,30,23,25,74,70,141,133,0,14,0,14,212,139,25,39,1.8,1.4,0.4,0.5,1.4,1.3,2.7,2.5,0.0,0.4,0.0,0.4,4.0,2.6,0.5,0.8
50,Vermont,VT,50007,Chittenden County,50007002800,Census Tract 28; Chittenden County; Vermont,35.455360944102,5105,25,2099,129,2052,127,258,235,38,40,382,155,57,68,171,115,895,203,1101,162,313,114,48,48,0,56,356,193,12,24,78,92,0,19,6,11,0,14,5.1,4.6,1.3,1.4,18.6,7.5,1.6,1.9,3.3,2.3,17.5,4.0,21.6,3.2,6.1,2.2,2.3,2.3,0.0,1.2,7.0,3.8,0.6,1.1,3.7,4.4,0.0,0.9,0.3,0.5,0.0,0.3,0.0366,0.1466,0.1309,0.0681,0.3874,0.7696,0.0262,0.2723,0.8377,0.0052,0.2408,0.0,1.356,0.0681,0.5026,0.5026,0.5026,0.3508,0.3822,0.0,0.0419,0.0,0.7749,0.0262,3.4031,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,176,113,17,36,82,68,44,66,7,11,0,14,206,167,0,14,8.6,5.6,0.3,0.7,1.6,1.3,0.9,1.3,0.1,0.2,0.0,0.4,4.0,3.3,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007002900,Census Tract 29; Chittenden County; Vermont,131.901425090826,6590,225,2705,152,2508,146,422,241,138,90,416,119,89,44,413,275,1010,167,1491,242,554,158,117,60,5,54,457,354,24,17,152,53,44,52,66,51,8,3,6.4,3.7,3.7,2.4,16.6,4.6,1.9,0.9,6.3,4.1,15.3,2.6,22.6,3.4,8.5,2.5,4.7,2.4,0.1,0.9,6.9,5.4,0.9,0.6,5.6,1.9,1.8,2.1,2.6,2.0,0.1,0.0,0.0524,0.5864,0.0576,0.0838,0.8377,1.6179,0.1832,0.178,0.8953,0.1047,0.5969,0.4712,2.2461,0.3874,0.4712,0.4712,0.4712,0.3874,0.5131,0.6597,0.2775,0.3403,2.178,0.4188,6.5132,0.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,239,89,22,29,135,88,14,13,3,5,0,14,280,151,3,4,9.5,3.5,0.3,0.4,2.0,1.3,0.2,0.2,0.0,0.1,0.0,0.3,4.2,2.3,0.0,0.1
50,Vermont,VT,50007,Chittenden County,50007003000,Census Tract 30; Chittenden County; Vermont,32.375961971882,4157,18,1914,173,1829,173,186,83,55,41,242,116,58,40,29,26,750,222,867,130,506,245,88,80,7,40,301,136,10,18,149,69,0,14,10,16,0,10,4.5,2.0,2.2,1.6,13.2,6.2,1.9,1.3,0.7,0.6,18.0,5.3,20.9,3.1,12.2,5.9,4.8,4.4,0.2,1.0,7.2,3.3,0.5,0.9,7.8,3.6,0.0,0.8,0.5,0.9,0.0,0.2,0.0209,0.2984,0.0209,0.0838,0.0262,0.4502,0.0052,0.3037,0.7801,0.3246,0.6073,0.5707,2.5864,0.5812,0.534,0.534,0.534,0.3246,0.6702,0.0,0.0524,0.0,1.0472,0.0524,4.6178,0.0576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,312,212,51,55,73,56,60,76,0,10,0,10,117,91,0,10,17.1,10.7,1.2,1.3,1.8,1.4,1.4,1.8,0.0,0.5,0.0,0.5,2.8,2.2,0.0,0.5
50,Vermont,VT,50007,Chittenden County,50007003101,Census Tract 31.01; Chittenden County; Vermont,15.316740471584,8154,305,3821,267,3463,238,683,356,88,80,950,328,284,218,94,76,1569,302,1779,245,1160,285,151,105,1,54,1002,632,656,208,276,194,33,44,61,57,30,30,8.4,4.4,1.9,1.7,27.4,9.3,4.7,3.6,1.2,1.0,19.2,3.7,21.8,2.6,14.3,3.5,4.4,3.0,0.0,0.7,12.3,7.7,17.2,5.3,7.2,4.8,1.0,1.3,1.8,1.6,0.4,0.4,0.1361,0.2199,0.5602,0.4136,0.0838,1.4136,0.1414,0.3822,0.8586,0.4974,0.5393,0.0,2.2775,0.4346,0.8586,0.8586,0.8586,0.9058,0.6126,0.4974,0.178,0.4346,2.6284,0.6178,7.1781,0.3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16386,278,149,236,220,351,207,102,73,26,36,26,39,261,183,0,14,8.0,4.2,2.9,2.7,4.3,2.6,1.3,0.9,0.3,0.4,0.3,0.5,3.2,2.3,0.0,0.3
50,Vermont,VT,50007,Chittenden County,50007003102,Census Tract 31.02; Chittenden County; Vermont,15.163236741138,1919,304,832,125,791,122,50,52,0,10,147,115,97,105,142,150,339,69,371,78,232,124,55,44,1,38,146,432,25,41,83,49,0,14,0,10,5,3,2.6,2.7,0.0,2.0,18.6,14.3,6.4,6.5,7.4,7.6,17.7,3.9,19.3,3.7,12.1,5.8,6.9,5.5,0.1,2.0,7.6,22.5,3.0,4.9,10.0,5.9,0.0,1.8,0.0,2.8,0.3,0.1,0.0052,0.0,0.1309,0.5812,0.8953,1.6126,0.178,0.2932,0.5864,0.3194,0.7853,0.4712,2.4555,0.5183,0.5864,0.5864,0.5864,0.5812,0.7958,0.0,0.0,0.4136,1.7906,0.2618,6.4451,0.2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,34,46,2,7,36,49,0,10,0,10,0,10,108,122,0,10,4.3,5.8,0.1,0.4,1.9,2.5,0.0,1.2,0.0,1.2,0.0,1.2,5.6,6.3,0.0,1.2
50,Vermont,VT,50007,Chittenden County,50007003301,Census Tract 33.01; Chittenden County; Vermont,5.784711824782,4610,499,1752,165,1698,165,99,78,159,93,221,79,51,50,67,55,835,134,1206,217,291,94,40,36,86,75,938,673,13,21,0,10,2,11,10,16,0,10,2.2,1.7,6.6,3.4,13.0,4.5,1.6,1.5,1.5,1.2,18.1,3.2,26.2,3.1,6.3,2.1,2.4,2.1,2.0,1.7,20.3,14.4,0.7,1.2,0.0,1.3,0.1,0.6,0.6,0.9,0.0,0.2,0.0,0.8639,0.0157,0.0681,0.1152,1.0629,0.0733,0.3246,0.9843,0.0157,0.2565,0.9529,2.534,0.5602,0.9738,0.9738,0.9738,0.3613,0.0,0.2723,0.0628,0.0,0.6964,0.0209,5.2671,0.0995,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,3,1848,65,91,69,91,144,86,555,243,0,10,0,10,148,103,22,25,3.8,5.3,1.5,1.9,3.1,1.8,12.0,5.2,0.0,0.5,0.0,0.5,3.2,2.2,0.5,0.5
50,Vermont,VT,50007,Chittenden County,50007003304,Census Tract 33.04; Chittenden County; Vermont,3.236618548314,6332,694,2846,294,2722,325,540,222,200,146,653,224,160,115,87,83,886,218,1160,262,458,236,181,110,47,71,1043,946,1028,217,0,14,65,95,126,100,297,27,8.8,3.5,4.8,3.4,24.0,7.7,3.7,2.7,1.4,1.4,14.0,3.7,18.3,3.4,7.5,4.0,6.7,4.0,0.8,1.2,16.5,14.8,36.1,6.7,0.0,0.8,2.4,3.5,4.6,3.7,4.7,0.7,0.1518,0.801,0.3927,0.2932,0.0995,1.7382,0.2094,0.1152,0.4921,0.0419,0.7644,0.8743,2.2879,0.445,0.9372,0.9372,0.9372,0.9843,0.0,0.7225,0.5079,0.8377,3.0524,0.7906,8.0157,0.5602,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,8683,201,161,136,101,152,110,487,310,56,59,5,9,207,95,0,14,7.4,5.5,2.1,1.6,2.4,1.8,7.7,4.6,0.9,1.0,0.1,0.1,3.3,1.5,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007003401,Census Tract 34.01; Chittenden County; Vermont,14.728965813924,5296,304,2326,238,2245,238,468,203,144,79,509,182,43,65,213,209,1232,228,1100,135,434,151,157,104,12,57,667,493,174,125,161,205,0,19,102,77,33,3,8.8,3.8,4.7,2.5,22.7,7.7,1.1,1.6,4.0,3.9,23.3,4.3,20.8,2.7,8.2,2.9,7.0,4.6,0.2,1.1,12.6,9.3,7.5,5.3,6.9,8.4,0.0,0.8,4.5,3.4,0.6,0.0,0.1518,0.7801,0.3141,0.0419,0.534,1.8219,0.2618,0.6545,0.7749,0.0681,0.7958,0.5707,2.864,0.801,0.8691,0.8691,0.8691,0.7382,0.5864,0.0,0.4869,0.4921,2.3036,0.4817,7.8586,0.5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,116,90,14,17,174,106,248,209,0,14,0,14,231,155,0,14,5.2,4.1,0.3,0.3,3.3,2.0,4.7,3.9,0.0,0.4,0.0,0.4,4.4,3.0,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007003402,Census Tract 34.02; Chittenden County; Vermont,9.54697426912,2455,304,1218,197,1042,133,183,200,0,10,169,100,128,82,33,55,1030,204,440,156,386,206,52,65,21,50,79,434,215,97,71,77,0,14,53,33,165,5,8.0,8.7,0.0,2.3,16.2,9.4,6.6,4.3,1.4,2.4,42.0,8.7,17.9,5.0,16.8,8.7,5.0,6.2,0.9,2.0,3.2,17.7,17.7,7.4,5.8,6.3,0.0,1.3,5.1,3.1,6.7,0.9,0.1309,0.0,0.0471,0.6335,0.0995,0.911,0.0471,1.0,0.445,0.7539,0.6335,0.8901,3.7225,0.9843,0.1047,0.1047,0.1047,0.9162,0.5236,0.0,0.5393,0.8953,2.8744,0.7277,7.6126,0.466,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4289,136,74,2,4,27,31,48,51,0,10,0,10,2,4,0,10,13.1,6.8,0.1,0.2,1.1,1.3,2.0,2.1,0.0,0.9,0.0,0.9,0.1,0.2,0.0,0.9
50,Vermont,VT,50007,Chittenden County,50007003501,Census Tract 35.01; Chittenden County; Vermont,41.251669728556,3910,19,2083,154,1708,157,185,127,34,21,300,150,11,18,200,151,875,267,798,150,326,126,55,56,0,40,190,145,0,14,38,36,0,14,26,31,0,10,4.7,3.2,1.5,0.9,17.6,8.6,0.4,0.6,5.1,3.9,22.4,6.8,20.4,3.8,8.3,3.2,3.2,3.3,0.0,1.1,4.9,3.7,0.0,0.7,1.8,1.7,0.0,0.8,1.5,1.8,0.0,0.3,0.0314,0.178,0.089,0.0157,0.7225,1.0366,0.0681,0.5864,0.7225,0.0785,0.3613,0.0,1.7487,0.1728,0.2513,0.2513,0.2513,0.0,0.2356,0.0,0.1414,0.0,0.377,0.0,3.4136,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,100,73,12,19,35,46,13,20,0,10,0,10,114,118,16,18,5.9,4.2,0.3,0.5,0.9,1.2,0.3,0.5,0.0,0.6,0.0,0.6,2.9,3.0,0.4,0.5
50,Vermont,VT,50007,Chittenden County,50007003502,Census Tract 35.02; Chittenden County; Vermont,42.968476132576,5510,210,2454,209,2398,209,374,171,80,64,488,187,231,104,44,43,1295,320,1100,232,476,174,119,68,21,62,266,314,55,91,275,91,35,43,62,48,5,3,6.8,3.1,2.7,2.1,20.4,7.6,5.5,2.5,0.8,0.8,23.5,6.0,20.0,3.8,8.7,3.2,5.0,2.8,0.4,1.2,4.8,5.7,2.2,3.7,11.2,3.7,1.5,1.8,2.6,2.1,0.1,0.1,0.0733,0.3665,0.2094,0.4764,0.0471,1.1727,0.0942,0.6597,0.6702,0.1099,0.6335,0.7225,2.7958,0.7644,0.2461,0.2461,0.2461,0.5288,0.8482,0.5969,0.2775,0.3403,2.5917,0.5812,6.8063,0.3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956,201,128,16,25,29,30,0,14,0,14,0,14,193,114,28,43,8.4,5.3,0.3,0.4,0.5,0.5,0.0,0.4,0.0,0.4,0.0,0.4,3.5,2.1,0.5,0.8
50,Vermont,VT,50007,Chittenden County,50007003503,Census Tract 35.03; Chittenden County; Vermont,43.225788018946,1843,146,874,84,824,93,122,52,30,18,140,51,50,34,71,33,261,81,330,56,115,42,15,12,0,40,195,201,3,11,78,34,4,5,13,17,0,10,6.6,2.8,2.8,1.7,17.0,5.9,3.5,2.3,3.9,1.8,14.2,3.9,17.9,2.6,6.3,2.2,1.8,1.4,0.0,2.3,10.6,10.9,0.3,1.3,8.9,4.0,0.5,0.6,1.6,2.0,0.0,0.5,0.0628,0.3822,0.0733,0.267,0.5079,1.2932,0.1257,0.1257,0.445,0.0157,0.1728,0.0,0.7592,0.0105,0.7801,0.7801,0.7801,0.2723,0.7435,0.3613,0.1466,0.0,1.5237,0.178,4.3562,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,65,39,12,13,39,32,56,67,0,10,0,10,60,40,28,37,7.9,4.9,0.7,0.7,2.1,1.7,3.0,3.6,0.0,1.2,0.0,1.2,3.3,2.1,1.5,2.0
50,Vermont,VT,50007,Chittenden County,50007003600,Census Tract 36; Chittenden County; Vermont,2.105028104,4990,555,2552,256,2511,257,1189,395,107,82,1056,339,71,65,199,149,964,220,542,154,715,222,142,146,74,110,935,830,968,249,0,10,134,118,366,211,18,3,23.9,7.5,3.3,2.5,42.1,12.8,2.0,1.8,4.0,3.0,19.3,4.6,10.9,2.9,14.3,5.1,5.7,5.8,1.5,2.3,18.7,16.5,38.0,9.0,0.0,0.9,5.4,4.7,14.6,7.8,0.4,0.0,0.801,0.4974,0.9529,0.0995,0.534,2.8848,0.6283,0.3874,0.0524,0.4974,0.6911,0.9319,2.5602,0.5707,0.9686,0.9686,0.9686,0.9895,0.0,0.9476,0.9058,0.4346,3.2775,0.8639,9.6911,0.8429,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,8205,495,234,82,99,101,78,572,376,0,10,0,10,159,113,21,35,19.7,8.5,1.6,2.0,2.0,1.6,11.5,7.3,0.0,0.4,0.0,0.4,3.2,2.4,0.4,0.7
50,Vermont,VT,50007,Chittenden County,50007003900,Census Tract 39; Chittenden County; Vermont,1.108573359686,7705,343,889,131,861,137,1053,268,253,176,380,101,2,4,214,176,213,50,234,67,856,242,3,14,32,57,1096,475,299,81,9,14,10,20,99,80,5743,138,53.4,10.3,8.1,5.5,44.1,9.4,0.2,0.5,2.8,2.3,2.8,0.6,3.0,0.9,11.1,3.1,0.3,1.6,0.4,0.7,14.2,6.1,33.6,7.6,1.0,1.6,1.2,2.3,11.5,8.7,74.5,3.8,0.9948,0.911,0.9738,0.0105,0.2723,3.1624,0.7592,0.0052,0.0052,0.2408,0.0209,0.7225,0.9946,0.0314,0.9162,0.9162,0.9162,0.9738,0.1728,0.5445,0.8482,1.0,3.5393,0.9372,8.6125,0.7225,1,1,1,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,1,2,6,21203,276,108,209,152,195,81,393,233,0,14,0,14,278,111,21,23,32.1,10.4,2.7,2.0,2.5,1.0,5.1,3.0,0.0,0.3,0.0,0.3,3.6,1.4,0.3,0.3
50,Vermont,VT,50007,Chittenden County,50007004002,Census Tract 40.02; Chittenden County; Vermont,4.106935699738,4309,425,2031,173,1852,200,1027,419,207,117,375,135,25,36,176,126,617,138,867,215,506,182,201,114,84,160,981,562,189,86,0,10,0,14,108,74,27,6,23.8,9.4,7.6,4.2,20.2,7.0,0.8,1.1,4.1,3.0,14.3,2.9,20.1,4.2,11.9,4.0,10.9,6.0,2.1,3.9,22.8,12.8,9.3,4.2,0.0,1.1,0.0,0.8,5.8,3.8,0.6,0.1,0.7958,0.9005,0.199,0.0314,0.5654,2.4921,0.466,0.1361,0.6806,0.3089,0.9634,0.9581,3.0471,0.8743,0.9843,0.9843,0.9843,0.7958,0.0,0.0,0.6283,0.4921,1.9162,0.2932,8.4397,0.6545,0,1,0,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,4,10197,63,57,84,156,218,131,235,204,0,10,20,31,404,231,20,34,3.4,3.0,1.9,3.5,5.1,3.1,5.5,4.6,0.0,0.5,0.5,0.7,9.4,5.2,0.5,0.8
50,Vermont,VT,50007,Chittenden County,50007004100,Census Tract 41; Chittenden County; Vermont,0.12128042973,2560,448,1150,140,1052,154,1650,368,142,102,664,181,14,22,89,70,58,54,25,44,155,85,0,14,11,41,294,626,362,159,0,10,59,59,141,75,172,11,67.3,8.6,8.3,6.5,63.1,14.5,2.1,3.1,3.5,2.7,2.3,2.1,1.0,1.7,6.1,3.4,0.0,1.3,0.4,1.6,11.5,24.4,31.5,13.3,0.0,1.9,5.6,5.5,13.4,7.3,6.7,1.2,1.0,0.9162,1.0,0.1099,0.4241,3.4502,0.8586,0.0,0.0,0.0052,0.0,0.7225,0.7277,0.0052,0.8115,0.8115,0.8115,0.9686,0.0,0.9529,0.8953,0.8953,3.7121,0.9686,8.7015,0.7435,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,5,1815,47,54,40,63,69,50,113,105,0,10,0,10,72,105,0,10,4.5,5.0,1.6,2.5,2.7,2.0,4.4,4.2,0.0,0.9,0.0,0.9,2.8,3.9,0.0,0.9
50,Vermont,VT,50007,Chittenden County,50007004200,Census Tract 42; Chittenden County; Vermont,0.21504916145,4345,556,2113,202,2084,206,1728,510,72,47,1128,264,148,65,201,103,254,70,292,187,271,98,68,55,72,66,808,752,209,90,0,10,15,21,358,121,180,12,40.9,10.8,2.4,1.6,54.1,11.5,6.5,2.7,4.8,2.3,5.8,1.7,6.7,4.1,6.4,2.3,3.2,2.6,1.7,1.6,18.6,17.1,9.9,4.2,0.0,1.1,0.7,1.0,17.2,5.3,4.1,0.6,0.9843,0.3246,0.9948,0.5969,0.6702,3.5708,0.8953,0.0105,0.0157,0.0314,0.3613,0.9424,1.3613,0.0733,0.9634,0.9634,0.9634,0.8115,0.0,0.4293,0.9372,0.822,3.0,0.7644,8.8955,0.7749,1,0,1,0,0,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,5,2195,246,123,70,99,278,146,298,241,0,10,0,10,102,66,60,92,11.8,5.6,1.6,2.2,6.4,3.4,6.9,5.2,0.0,0.5,0.0,0.5,2.3,1.5,1.4,2.1
50,Vermont,VT,50007,Chittenden County,50007980000,Census Tract 9800; Chittenden County; Vermont,1.201232048156,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,14,0,40,0,14,0,14,0,10,0,14,0,10,0,10,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1270,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
