ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
50,Vermont,VT,50005,Caledonia County,50005957400,Census Tract 9574; Caledonia County; Vermont,18.37170613704,3625,261,1860,153,1633,143,744,226,66,57,540,131,147,80,253,123,802,177,764,154,637,129,119,84,23,53,244,392,175,72,33,42,10,19,197,74,185,21,22.0,6.5,3.4,3.0,33.1,7.5,5.5,3.1,7.3,3.6,22.1,4.9,21.1,3.6,18.4,3.6,7.3,5.1,0.6,1.5,6.7,10.8,9.4,3.8,1.8,2.2,0.6,1.2,12.1,4.3,5.1,0.4,0.7277,0.5236,0.7696,0.4764,0.8848,3.3821,0.8272,0.5497,0.7906,0.8377,0.8168,0.8063,3.8011,0.9895,0.4503,0.4503,0.4503,0.8063,0.2356,0.3874,0.8691,0.8534,3.1518,0.8115,10.7853,0.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5142,263,90,20,29,36,57,4,12,26,25,0,10,49,50,109,132,16.1,5.4,0.6,0.8,1.0,1.5,0.1,0.3,0.7,0.7,0.0,0.6,1.4,1.4,3.0,3.6
50,Vermont,VT,50005,Caledonia County,50005957500,Census Tract 9575; Caledonia County; Vermont,18.078278655692,3753,257,1712,164,1652,157,1214,315,76,50,455,123,185,95,131,66,911,172,776,172,676,147,206,105,0,40,295,367,101,65,165,85,7,15,195,108,151,10,32.5,8.1,4.0,2.6,27.5,7.0,7.2,3.5,3.5,1.7,24.3,4.9,20.7,4.0,18.0,4.0,12.4,6.2,0.0,1.1,7.9,9.8,5.9,3.8,9.6,4.9,0.4,0.9,11.8,6.2,4.0,0.4,0.9267,0.6387,0.5707,0.7016,0.4241,3.2618,0.8115,0.7225,0.7487,0.822,0.9791,0.0,3.2723,0.9215,0.6073,0.6073,0.6073,0.6859,0.7906,0.3246,0.8586,0.8115,3.4712,0.9215,10.6126,0.9424,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4423,180,72,48,49,97,82,40,52,0,10,0,10,94,47,16,44,10.9,4.3,1.3,1.3,2.6,2.2,1.1,1.4,0.0,0.6,0.0,0.6,2.5,1.3,0.4,1.2
50,Vermont,VT,50005,Caledonia County,50005957600,Census Tract 9576; Caledonia County; Vermont,60.616238316902,2334,258,1288,119,1004,100,309,132,5,9,205,71,80,45,84,61,536,101,444,162,387,117,13,22,7,40,131,364,0,14,60,47,16,18,83,98,0,10,13.2,5.5,0.4,0.7,20.4,6.8,4.4,2.4,3.6,2.6,23.0,5.3,19.0,5.5,16.6,5.0,1.3,2.2,0.3,1.8,5.6,15.6,0.0,1.1,4.7,3.7,1.6,1.8,8.3,9.3,0.0,0.4,0.3403,0.0524,0.2094,0.3665,0.4503,1.4189,0.1466,0.6335,0.555,0.733,0.0785,0.6492,2.6492,0.6597,0.3194,0.3194,0.3194,0.0,0.4555,0.623,0.7749,0.0,1.8534,0.2827,6.2409,0.1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,65,38,0,10,21,29,24,33,9,16,0,10,77,41,0,10,6.5,3.9,0.0,1.0,0.9,1.3,1.0,1.4,0.4,0.7,0.0,1.0,3.3,1.7,0.0,1.0
50,Vermont,VT,50005,Caledonia County,50005957700,Census Tract 9577; Caledonia County; Vermont,38.265635625364,2950,20,1508,149,1312,132,462,202,31,38,225,119,96,65,79,67,780,148,543,113,490,166,74,73,0,40,280,142,27,26,245,111,5,14,100,80,54,4,15.7,6.9,2.0,2.5,17.1,8.9,4.5,3.1,2.7,2.3,26.4,5.0,18.4,3.8,16.6,5.7,5.6,5.5,0.0,1.5,9.5,4.8,1.8,1.7,16.2,7.6,0.4,1.1,7.6,6.1,1.8,0.1,0.4503,0.2356,0.0785,0.3979,0.2461,1.4084,0.1361,0.8272,0.5026,0.733,0.6702,0.0,2.733,0.7016,0.6963,0.6963,0.6963,0.4764,0.9424,0.3246,0.7382,0.7016,3.1832,0.8482,8.0209,0.5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3104,279,109,49,55,60,48,0,10,0,10,0,10,171,106,0,10,21.3,7.9,1.7,1.9,2.0,1.6,0.0,0.8,0.0,0.8,0.0,0.8,5.8,3.6,0.0,0.8
50,Vermont,VT,50005,Caledonia County,50005957800,Census Tract 9578; Caledonia County; Vermont,137.07548030902,2999,272,1863,130,1284,128,562,119,63,35,427,96,117,45,141,45,784,129,554,107,488,130,40,18,0,40,177,378,2,10,86,33,16,18,65,50,0,10,18.9,3.6,4.1,2.2,33.3,6.7,5.4,2.1,4.7,1.4,26.1,3.8,18.5,3.1,16.3,3.8,3.1,1.4,0.0,1.4,5.9,12.6,0.1,0.5,4.6,1.8,1.2,1.4,5.1,3.8,0.0,0.3,0.6021,0.6545,0.7801,0.4712,0.6545,3.1624,0.7592,0.8168,0.5079,0.7016,0.3351,0.0,2.3614,0.4764,0.3508,0.3508,0.3508,0.2565,0.4503,0.5445,0.5393,0.0,1.7906,0.2618,7.6652,0.4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,190,69,4,6,49,39,18,19,2,3,0,10,104,53,0,10,14.8,5.1,0.1,0.2,1.6,1.3,0.6,0.6,0.1,0.1,0.0,0.7,3.5,1.7,0.0,0.7
50,Vermont,VT,50005,Caledonia County,50005957900,Census Tract 9579; Caledonia County; Vermont,80.609905287764,3016,270,1530,105,1137,95,439,103,17,15,292,71,70,27,178,64,633,81,653,150,360,85,68,26,82,70,259,374,0,14,122,43,14,21,37,25,66,5,14.7,3.2,1.0,0.9,25.7,5.9,3.1,1.2,5.9,2.0,21.0,3.2,21.7,3.7,11.9,3.1,6.0,2.2,2.9,2.4,8.6,12.4,0.0,0.9,8.0,2.7,1.2,1.8,3.3,2.2,2.2,0.3,0.4084,0.1204,0.466,0.2251,0.8115,2.0314,0.3403,0.466,0.8482,0.3089,0.712,0.9738,3.3089,0.9319,0.6545,0.6545,0.6545,0.0,0.6754,0.5445,0.3874,0.7277,2.335,0.4921,8.3298,0.6283,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1579,120,47,6,8,118,55,0,10,2,3,0,10,133,99,0,10,10.6,4.0,0.2,0.3,3.9,1.9,0.0,0.7,0.1,0.1,0.0,0.7,4.4,3.2,0.0,0.7
50,Vermont,VT,50007,Chittenden County,50007000100,Census Tract 1; Chittenden County; Vermont,1.32234336521,4508,412,1992,187,1964,188,756,291,123,109,526,167,252,174,286,177,844,116,804,124,660,212,102,66,220,144,811,609,149,96,154,117,32,28,199,108,22,3,16.8,6.3,4.6,4.0,26.8,8.1,7.3,4.6,6.4,3.8,18.7,2.6,17.8,2.8,14.7,4.1,5.2,3.3,5.1,3.3,18.0,13.4,7.5,4.8,7.7,5.6,1.6,1.4,10.1,5.5,0.5,0.0,0.4712,0.7435,0.5183,0.7173,0.8429,3.2932,0.8168,0.3613,0.4346,0.5445,0.6492,0.9843,2.9739,0.8534,0.9581,0.9581,0.9581,0.7382,0.6597,0.623,0.8168,0.4764,3.3141,0.8691,10.5393,0.9267,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2404,165,94,432,225,71,59,154,106,0,10,0,10,152,120,2,3,8.4,4.6,9.6,5.0,1.6,1.3,3.4,2.3,0.0,0.5,0.0,0.5,3.4,2.6,0.0,0.1
50,Vermont,VT,50007,Chittenden County,50007000200,Census Tract 2; Chittenden County; Vermont,2.3313804015,5749,495,2517,216,2381,199,529,215,61,58,647,227,360,186,107,96,1583,288,903,130,704,227,92,58,17,57,546,710,292,94,0,14,0,19,153,91,317,21,9.6,3.8,2.0,1.9,27.2,9.3,7.8,4.1,2.0,1.7,27.5,4.6,15.7,2.3,12.8,4.3,3.9,2.4,0.3,1.0,9.5,12.3,11.6,3.6,0.0,0.9,0.0,0.8,6.4,3.8,5.5,0.6,0.1832,0.2356,0.5445,0.7853,0.1361,1.8847,0.2775,0.8639,0.2356,0.377,0.4817,0.6492,2.6074,0.6021,0.6963,0.6963,0.6963,0.8482,0.0,0.0,0.6649,0.8639,2.377,0.5079,7.5654,0.4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,288,135,38,55,202,96,20,32,3,8,0,14,283,151,0,14,12.1,5.7,0.7,1.0,3.5,1.7,0.3,0.6,0.1,0.1,0.0,0.4,4.9,2.7,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007000300,Census Tract 3; Chittenden County; Vermont,2.277265889588,4985,549,2533,273,2471,263,1754,426,343,153,1192,254,344,131,402,181,454,145,833,240,770,206,224,81,73,84,1218,760,467,220,35,45,71,58,373,197,42,5,35.2,7.6,10.1,4.3,48.2,8.9,10.9,3.8,8.1,3.4,9.1,2.9,16.7,3.9,15.5,3.8,9.0,3.1,1.6,1.8,24.4,15.0,18.4,8.5,1.4,1.8,2.9,2.3,15.1,7.1,0.8,0.0,0.9529,0.9581,0.9843,0.911,0.9372,4.7435,1.0,0.0366,0.3455,0.6335,0.8901,0.9372,2.8429,0.7801,0.9895,0.9895,0.9895,0.9215,0.2094,0.822,0.9215,0.5707,3.4451,0.911,12.021,0.9948,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,0,0,1,0,2,9,3113,475,153,481,297,258,133,241,186,6,11,0,10,232,132,0,10,19.2,5.6,9.6,5.6,5.2,2.7,4.8,3.6,0.1,0.2,0.0,0.4,4.7,2.8,0.0,0.4
50,Vermont,VT,50007,Chittenden County,50007000600,Census Tract 6; Chittenden County; Vermont,0.8116925820499999,4785,795,2005,220,1938,229,2015,819,88,58,857,235,0,10,215,148,417,108,489,143,596,170,77,80,95,92,816,1034,563,146,0,10,0,14,223,128,270,13,43.8,16.1,3.0,2.0,44.2,10.9,0.0,1.0,4.5,3.2,8.7,2.9,10.2,3.1,12.5,3.2,4.0,4.1,2.1,2.0,17.1,21.4,28.1,6.6,0.0,1.1,0.0,0.7,11.5,6.4,5.6,1.0,0.9895,0.445,0.9791,0.0,0.6178,3.0314,0.6963,0.0314,0.0419,0.3508,0.4921,0.9581,1.8743,0.2356,0.9476,0.9476,0.9476,0.9529,0.0,0.0,0.8482,0.8743,2.6754,0.6545,8.5287,0.6963,1,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,5,5261,198,117,238,162,220,136,48,45,0,10,0,10,294,248,16,26,10.2,5.7,5.0,3.5,4.6,3.0,1.0,1.0,0.0,0.5,0.0,0.5,6.1,4.6,0.3,0.5
50,Vermont,VT,50007,Chittenden County,50007000800,Census Tract 8; Chittenden County; Vermont,0.529217270034,2430,379,1109,122,1032,129,299,96,18,21,270,106,47,55,43,35,383,113,442,134,200,63,22,21,0,40,37,532,124,61,0,10,0,14,59,50,62,6,12.3,3.5,1.2,1.4,26.2,9.7,2.5,2.9,1.8,1.5,15.8,4.3,18.2,4.0,8.3,2.7,2.2,2.0,0.0,1.7,1.5,21.9,11.1,5.4,0.0,2.0,0.0,1.4,5.7,5.0,2.6,0.5,0.288,0.1309,0.4869,0.1414,0.1204,1.1676,0.089,0.1832,0.4764,0.0785,0.2251,0.0,0.9632,0.0262,0.0105,0.0105,0.0105,0.8377,0.0,0.0,0.6178,0.7539,2.2094,0.4398,4.3507,0.0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421,32,28,14,21,0,10,10,16,0,10,0,10,13,16,0,10,3.1,2.8,0.6,0.9,0.0,0.9,0.4,0.7,0.0,0.9,0.0,0.9,0.5,0.6,0.0,0.9
50,Vermont,VT,50007,Chittenden County,50007000900,Census Tract 9; Chittenden County; Vermont,0.220843008062,2714,375,1140,172,1103,183,688,292,63,51,434,166,105,85,39,33,219,72,233,78,474,193,8,15,3,37,182,526,240,87,0,10,12,18,194,75,486,20,30.2,11.8,3.7,2.8,39.3,13.6,7.2,5.8,1.4,1.2,8.1,2.8,8.6,2.6,17.6,7.2,0.7,1.4,0.1,1.4,6.7,19.4,21.0,6.9,0.0,2.0,1.1,1.6,17.6,6.9,17.9,2.6,0.9005,0.5864,0.9162,0.7016,0.0995,3.2042,0.7958,0.0209,0.0314,0.8063,0.0524,0.4712,1.3822,0.0838,0.4503,0.4503,0.4503,0.9267,0.0,0.534,0.9529,0.9581,3.3717,0.8953,8.4084,0.644,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,5,3664,129,65,28,32,48,33,26,32,0,10,0,10,80,83,0,10,11.7,5.8,1.0,1.2,1.8,1.2,1.0,1.2,0.0,0.8,0.0,0.8,2.9,3.0,0.0,0.8
50,Vermont,VT,50007,Chittenden County,50007001000,Census Tract 10; Chittenden County; Vermont,0.670986202394,2659,388,1586,152,1458,178,677,185,68,56,523,144,59,66,113,105,345,80,294,123,346,128,35,51,1,38,319,547,753,141,25,36,0,14,356,106,226,26,26.9,6.0,4.0,3.5,35.9,8.9,3.0,3.3,4.3,4.0,13.0,3.5,11.1,4.4,13.1,5.1,2.4,3.5,0.0,1.5,12.0,20.5,47.5,7.6,1.6,2.3,0.0,1.0,24.4,7.3,8.5,1.6,0.8639,0.6387,0.8691,0.2094,0.5916,3.1727,0.7696,0.0733,0.0628,0.3927,0.2565,0.0,0.7853,0.0209,0.8482,0.8482,0.8482,0.9948,0.2304,0.0,0.9948,0.9267,3.1467,0.8063,7.9529,0.5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,14024,180,78,58,59,65,62,66,58,0,10,0,10,130,74,0,10,12.3,5.4,2.2,2.2,2.4,2.2,2.5,2.2,0.0,0.8,0.0,0.8,4.9,3.0,0.0,0.8
50,Vermont,VT,50007,Chittenden County,50007001100,Census Tract 11; Chittenden County; Vermont,0.694326068294,2206,323,1169,174,1104,176,344,199,0,10,257,119,97,82,0,10,398,135,375,135,246,129,48,40,156,151,152,455,81,60,10,15,20,32,102,75,0,10,15.6,8.7,0.0,1.6,23.3,10.1,5.9,4.9,0.0,1.0,18.0,6.3,17.0,4.4,11.2,6.2,4.4,3.6,7.3,7.0,6.9,20.6,6.9,5.0,0.9,1.3,1.8,2.9,9.2,6.9,0.0,0.5,0.445,0.0,0.3455,0.5183,0.0,1.3088,0.1309,0.3037,0.356,0.2461,0.5393,0.9948,2.4399,0.5079,0.4712,0.4712,0.4712,0.712,0.1623,0.6597,0.801,0.0,2.335,0.4921,6.5549,0.2408,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2448,127,106,4,7,51,36,7,13,0,10,0,10,90,85,0,10,11.5,9.4,0.2,0.3,2.3,1.6,0.3,0.6,0.0,1.0,0.0,1.0,4.1,3.9,0.0,1.0
50,Vermont,VT,50007,Chittenden County,50007002101,Census Tract 21.01; Chittenden County; Vermont,24.850668740226,2829,429,1176,136,1034,130,108,61,35,32,148,69,28,29,109,77,481,214,581,122,232,88,20,22,0,40,26,605,0,14,22,24,0,14,32,49,0,10,3.8,2.1,1.9,1.8,14.3,6.4,1.4,1.4,3.9,2.7,17.0,6.1,20.5,4.4,8.3,3.3,1.9,2.1,0.0,1.5,0.9,21.4,0.0,1.2,1.9,2.1,0.0,1.4,3.1,4.7,0.0,0.4,0.0157,0.2199,0.0262,0.0576,0.5079,0.8273,0.0366,0.2513,0.733,0.0785,0.178,0.0,1.2408,0.0419,0.0,0.0,0.0,0.0,0.2461,0.0,0.3455,0.0,0.5916,0.0052,2.6597,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,110,71,0,10,8,14,0,10,1,4,0,10,17,18,0,10,10.6,6.6,0.0,0.8,0.3,0.5,0.0,0.8,0.0,0.1,0.0,0.8,0.6,0.6,0.0,0.8
50,Vermont,VT,50007,Chittenden County,50007002103,Census Tract 21.03; Chittenden County; Vermont,17.148196389586,4205,476,1610,193,1610,193,188,227,10,19,311,135,205,129,35,44,548,187,782,140,451,232,114,113,0,40,221,670,37,51,50,62,48,72,0,10,0,10,4.5,5.4,0.4,0.8,19.3,8.1,6.5,4.0,0.8,1.1,13.0,4.5,18.6,2.5,10.7,5.0,7.1,7.0,0.0,1.0,5.3,15.9,2.3,3.2,3.1,3.9,3.0,4.5,0.0,1.4,0.0,0.2,0.0209,0.0524,0.1571,0.5969,0.0471,0.8744,0.0419,0.0733,0.5236,0.1885,0.8063,0.0,1.5917,0.1361,0.288,0.288,0.288,0.5393,0.3508,0.8377,0.0,0.0,1.7278,0.2356,4.4819,0.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,61,60,46,67,72,88,0,10,0,10,0,10,103,113,0,10,3.8,3.8,1.1,1.6,1.7,2.1,0.0,0.5,0.0,0.5,0.0,0.5,2.4,2.7,0.0,0.5
50,Vermont,VT,50007,Chittenden County,50007002104,Census Tract 21.04; Chittenden County; Vermont,9.587716138262,3686,495,1427,152,1370,136,1152,646,356,307,282,140,276,151,140,132,485,138,762,257,600,311,115,109,0,40,366,654,123,83,375,149,64,77,0,10,0,10,31.3,17.0,14.9,11.1,20.6,10.0,11.6,6.0,3.8,3.7,13.2,3.2,20.7,6.6,16.5,7.3,8.4,7.9,0.0,1.1,9.9,17.7,8.6,5.7,26.3,9.8,4.7,5.6,0.0,1.6,0.0,0.3,0.911,0.9948,0.2199,0.9267,0.4921,3.5445,0.8848,0.089,0.7487,0.7225,0.8534,0.0,2.4136,0.4974,0.7435,0.7435,0.7435,0.7696,0.9948,0.9267,0.0,0.0,2.6911,0.6597,9.3927,0.8115,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,4249,253,188,285,184,0,10,0,10,13,17,0,10,68,69,0,10,18.5,13.4,7.7,4.5,0.0,0.6,0.0,0.6,0.4,0.5,0.0,0.6,1.8,1.9,0.0,0.6
50,Vermont,VT,50007,Chittenden County,50007002201,Census Tract 22.01; Chittenden County; Vermont,3.763987934176,3466,430,758,97,718,114,614,267,196,125,230,97,92,83,154,104,231,100,628,302,556,178,67,83,18,56,582,632,230,119,159,83,0,14,17,27,1624,31,33.0,12.1,11.5,7.0,32.0,12.5,8.5,6.3,4.5,2.8,6.7,3.1,18.1,7.1,16.4,5.4,9.3,11.5,0.6,1.7,16.8,18.1,30.4,15.2,21.0,10.8,0.0,1.9,2.4,3.7,46.9,5.9,0.9424,0.9791,0.7435,0.8115,0.6178,4.0943,0.9634,0.0157,0.4607,0.712,0.9005,0.8063,2.8952,0.8168,0.9424,0.9424,0.9424,0.9634,0.9738,0.0,0.2461,0.9895,3.1728,0.8377,11.1047,0.9843,1,1,0,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,1,3,7,8104,45,47,127,117,174,85,21,31,0,10,0,10,215,195,45,68,6.3,6.5,3.7,3.5,5.0,2.5,0.6,0.9,0.0,0.6,0.0,0.6,6.2,5.5,1.3,2.0
50,Vermont,VT,50007,Chittenden County,50007002202,Census Tract 22.02; Chittenden County; Vermont,14.28765431674,4950,458,2424,327,2336,287,249,102,156,140,631,269,141,89,151,86,685,158,872,149,621,301,52,44,19,48,625,651,289,142,394,140,0,14,89,67,0,10,5.1,2.0,4.6,4.0,27.0,11.0,3.7,2.4,3.1,1.8,13.8,2.9,17.6,2.8,12.5,5.8,2.2,1.9,0.4,1.0,12.6,13.1,12.0,5.6,16.3,5.7,0.0,0.6,3.8,3.0,0.0,0.2,0.0366,0.7435,0.5393,0.2932,0.3403,1.9529,0.3141,0.1047,0.3979,0.3508,0.2251,0.7225,1.801,0.1937,0.8691,0.8691,0.8691,0.8586,0.9476,0.0,0.445,0.0,2.2512,0.445,6.8742,0.3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3036,200,137,123,107,52,43,271,242,1,3,0,10,162,103,16,24,8.6,5.6,2.5,2.1,1.1,0.9,5.5,4.8,0.0,0.1,0.0,0.5,3.3,2.1,0.3,0.5
50,Vermont,VT,50007,Chittenden County,50007002301,Census Tract 23.01; Chittenden County; Vermont,7.65803780197,1390,186,650,84,539,67,235,139,5,9,190,95,74,57,5,11,225,53,243,54,209,100,10,15,0,40,133,236,142,77,9,14,0,14,110,88,0,10,17.0,9.8,0.7,1.2,35.3,17.1,6.7,5.2,0.4,0.8,16.2,3.5,17.5,3.3,15.3,7.1,1.9,2.8,0.0,3.0,9.6,16.9,21.9,11.5,1.4,2.2,0.0,2.6,20.4,16.0,0.0,0.7,0.4869,0.0785,0.8429,0.644,0.0157,2.068,0.3508,0.199,0.377,0.5864,0.178,0.0,1.3404,0.0576,0.7173,0.7173,0.7173,0.9319,0.2094,0.0,0.9791,0.0,2.1204,0.3927,6.2461,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1186,117,65,0,10,32,28,49,48,0,10,0,10,51,71,1,7,21.7,11.6,0.0,1.6,2.3,1.9,3.5,3.4,0.0,1.6,0.0,1.6,3.7,4.8,0.1,0.5
50,Vermont,VT,50007,Chittenden County,50007002303,Census Tract 23.03; Chittenden County; Vermont,4.6602125298,4926,643,2552,250,2120,234,313,171,236,219,457,157,130,80,112,85,855,168,950,174,493,166,70,83,0,40,578,932,55,41,33,29,0,14,89,59,0,10,6.4,3.4,7.7,6.4,21.6,7.0,3.6,2.2,2.3,1.7,17.4,4.0,19.3,3.8,10.0,3.4,3.3,3.9,0.0,0.9,11.7,18.9,2.1,1.6,1.3,1.1,0.0,0.7,4.2,2.8,0.0,0.2,0.0524,0.9058,0.2618,0.2827,0.178,1.6807,0.2042,0.267,0.5864,0.1571,0.3874,0.0,1.3979,0.089,0.8325,0.8325,0.8325,0.5236,0.199,0.0,0.4764,0.0,1.199,0.0733,5.1101,0.089,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2762,132,85,82,75,249,200,24,36,0,10,0,10,186,138,37,47,6.2,3.9,1.7,1.4,5.1,4.1,0.5,0.7,0.0,0.5,0.0,0.5,3.8,2.9,0.8,1.0
50,Vermont,VT,50007,Chittenden County,50007002304,Census Tract 23.04; Chittenden County; Vermont,5.925631332742,2814,480,1340,181,1246,158,627,523,47,45,310,119,120,122,73,53,460,89,562,236,317,132,133,106,8,40,281,718,0,14,56,76,21,30,39,25,0,10,22.3,18.2,2.7,2.7,24.9,9.0,6.4,6.7,2.6,1.9,16.3,4.3,20.0,5.8,11.3,3.7,10.7,8.4,0.3,1.5,10.0,25.5,0.0,1.0,4.2,5.6,1.7,2.4,3.1,2.0,0.0,0.4,0.7382,0.3665,0.445,0.5812,0.2251,2.356,0.4136,0.2042,0.6702,0.267,0.9529,0.6492,2.7435,0.7173,0.7539,0.7539,0.7539,0.0,0.4136,0.6387,0.3455,0.0,1.3978,0.1309,7.2512,0.4136,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4217,199,100,49,79,49,39,44,42,0,10,0,10,77,71,62,104,16.0,8.2,1.7,2.9,1.7,1.5,1.6,1.5,0.0,0.8,0.0,0.8,2.7,2.4,2.2,3.8
50,Vermont,VT,50007,Chittenden County,50007002400,Census Tract 24; Chittenden County; Vermont,0.57360471426,3488,387,1421,166,1391,176,941,375,44,36,494,198,308,131,231,143,332,70,705,181,465,158,64,46,233,137,1043,558,40,30,1,7,129,80,168,81,58,9,27.2,10.4,1.9,1.6,35.5,13.5,13.0,5.5,6.7,4.1,9.5,2.0,20.2,5.3,13.4,4.1,4.6,3.3,7.1,4.1,29.9,15.6,2.8,2.1,0.1,0.5,9.3,5.6,12.1,5.9,1.7,0.2,0.8691,0.2199,0.8482,0.9738,0.8639,3.7749,0.9267,0.0419,0.7016,0.4188,0.5864,0.9895,2.7382,0.7068,1.0,1.0,1.0,0.5602,0.0995,1.0,0.8691,0.6754,3.2042,0.8586,10.7173,0.9581,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,4,2126,202,91,223,209,157,107,557,300,0,10,0,10,106,69,0,10,14.5,6.7,6.4,5.8,4.5,3.1,16.0,8.3,0.0,0.6,0.0,0.6,3.0,2.0,0.0,0.6
50,Vermont,VT,50007,Chittenden County,50007002501,Census Tract 25.01; Chittenden County; Vermont,0.431317633016,2431,338,1177,190,1132,155,600,199,60,68,328,139,136,118,110,110,349,92,323,146,433,132,19,34,96,110,333,548,265,89,0,10,0,14,197,105,9,2,24.7,7.4,3.9,4.7,29.0,11.6,7.5,6.4,4.5,4.5,14.4,4.3,13.3,5.1,17.8,5.9,1.7,3.0,4.1,4.6,13.7,22.5,22.6,6.6,0.0,1.9,0.0,1.2,17.4,9.4,0.4,0.1,0.822,0.623,0.644,0.7539,0.6178,3.4607,0.8639,0.1414,0.1047,0.8168,0.1518,0.9791,2.1938,0.3665,0.9058,0.9058,0.9058,0.9372,0.0,0.0,0.9424,0.4346,2.3142,0.4869,8.8745,0.7644,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,2,4,2603,286,145,14,17,48,64,271,324,0,10,0,10,0,10,0,10,25.3,11.9,0.6,0.7,2.0,2.7,11.1,13.3,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9
